,wine_id,wine_name,rating,group_flavor
75,7103,Amarone della Valpolicella Classico,4.3,cream (microbio)
76,7103,Amarone della Valpolicella Classico,4.3,toast (microbio)
77,7133,Barolo Bricco Rocche,4.4,coffee (oak)
78,7134,Barolo Prapò,4.3,coffee (oak)
79,7273,Corton-Charlemagne Grand Cru,4.4,citrus (citrus_fruit)
80,7273,Corton-Charlemagne Grand Cru,4.4,cream (microbio)
81,7273,Corton-Charlemagne Grand Cru,4.4,green apple (tree_fruit)
82,7273,Corton-Charlemagne Grand Cru,4.4,toast (microbio)
83,7494,Torre Muga,4.4,coffee (oak)
84,7494,Torre Muga,4.4,cream (microbio)
85,7494,Torre Muga,4.4,toast (microbio)
86,7971,Gran Reserva 890,4.5,coffee (oak)
87,7971,Gran Reserva 890,4.5,cream (microbio)
88,7971,Gran Reserva 890,4.5,toast (microbio)
89,8195,Amarone della Valpolicella Classico,4.3,coffee (oak)
90,8195,Amarone della Valpolicella Classico,4.3,cream (microbio)
91,8195,Amarone della Valpolicella Classico,4.3,toast (microbio)
92,8305,Brut Cuvée Champagne Rosé,4.4,citrus (citrus_fruit)
93,8305,Brut Cuvée Champagne Rosé,4.4,cream (microbio)
94,8305,Brut Cuvée Champagne Rosé,4.4,green apple (tree_fruit)
95,8305,Brut Cuvée Champagne Rosé,4.4,toast (microbio)
96,9220,Grand Vin de Château Palmer (Grand Cru Classé),4.5,coffee (oak)
97,9220,Grand Vin de Château Palmer (Grand Cru Classé),4.5,cream (microbio)
98,9220,Grand Vin de Château Palmer (Grand Cru Classé),4.5,toast (microbio)
99,9710,Brunello di Montalcino,4.4,citrus (citrus_fruit)
100,9710,Brunello di Montalcino,4.4,coffee (oak)
101,9710,Brunello di Montalcino,4.4,toast (microbio)
102,9712,Tenuta Nuova Brunello di Montalcino,4.5,coffee (oak)
103,9712,Tenuta Nuova Brunello di Montalcino,4.5,cream (microbio)
104,9958,Dominus (Christian Moueix),4.5,coffee (oak)
105,9958,Dominus (Christian Moueix),4.5,cream (microbio)
106,9958,Dominus (Christian Moueix),4.5,toast (microbio)
107,10022,La Joie,4.6,coffee (oak)
108,10023,Le Désir,4.5,coffee (oak)
109,10151,Brunello di Montalcino,4.4,coffee (oak)
110,10152,Altero Brunello di Montalcino,4.4,coffee (oak)
111,10175,Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.6,coffee (oak)
112,10175,Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.6,cream (microbio)
113,10175,Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.6,toast (microbio)
114,10922,Hermitage La Chapelle Rouge,4.3,coffee (oak)
115,10922,Hermitage La Chapelle Rouge,4.3,cream (microbio)
116,10922,Hermitage La Chapelle Rouge,4.3,toast (microbio)
117,11001,Castillo Ygay Gran Reserva Especial Tinto,4.5,coffee (oak)
118,11001,Castillo Ygay Gran Reserva Especial Tinto,4.5,cream (microbio)
119,11001,Castillo Ygay Gran Reserva Especial Tinto,4.5,toast (microbio)
120,11038,Puligny-Montrachet Enseignères,4.3,citrus (citrus_fruit)
121,11038,Puligny-Montrachet Enseignères,4.3,cream (microbio)
122,11038,Puligny-Montrachet Enseignères,4.3,toast (microbio)
123,11604,Malleolus,4.3,coffee (oak)
124,11604,Malleolus,4.3,cream (microbio)
125,11604,Malleolus,4.3,toast (microbio)
126,11607,Malleolus de Sanchomartin,4.6,coffee (oak)
127,11665,Capitel Monte Olmi Amarone della Valpolicella Classico Riserva,4.3,coffee (oak)
128,11733,Toscana I Sodi di San Niccolo,4.4,coffee (oak)
129,11890,60 Sessantanni Old Vines Primitivo di Manduria,4.5,coffee (oak)
130,11890,60 Sessantanni Old Vines Primitivo di Manduria,4.5,cream (microbio)
131,11890,60 Sessantanni Old Vines Primitivo di Manduria,4.5,toast (microbio)
132,12085,Campo dei Gigli Amarone della Valpolicella,4.4,coffee (oak)
133,12263,Ribera del Duero Reserva,4.3,coffee (oak)
134,12263,Ribera del Duero Reserva,4.3,toast (microbio)
135,12393,Amarone della Valpolicella Classico,4.4,coffee (oak)
136,12393,Amarone della Valpolicella Classico,4.4,cream (microbio)
137,12393,Amarone della Valpolicella Classico,4.4,toast (microbio)
138,13759,Clos Apalta,4.6,coffee (oak)
139,13759,Clos Apalta,4.6,cream (microbio)
140,13759,Clos Apalta,4.6,toast (microbio)
141,13969,Montepulciano d'Abruzzo,4.2,coffee (oak)
142,14362,Pauillac (Grand Cru Classé),4.4,citrus (citrus_fruit)
143,14362,Pauillac (Grand Cru Classé),4.4,coffee (oak)
144,14362,Pauillac (Grand Cru Classé),4.4,cream (microbio)
145,14362,Pauillac (Grand Cru Classé),4.4,toast (microbio)
146,14513,Saint-Emilion Grand Cru (Premier Grand Cru Classé),4.4,coffee (oak)
147,15149,Bricco dell'Uccellone Barbera d'Asti,4.3,coffee (oak)
148,15149,Bricco dell'Uccellone Barbera d'Asti,4.3,cream (microbio)
149,15149,Bricco dell'Uccellone Barbera d'Asti,4.3,toast (microbio)
150,15182,Vürsù Barbaresco Starderi,4.4,coffee (oak)
151,15617,Blanc de Blancs Brut Champagne Grand Cru,4.4,citrus (citrus_fruit)
152,15617,Blanc de Blancs Brut Champagne Grand Cru,4.4,cream (microbio)
153,15617,Blanc de Blancs Brut Champagne Grand Cru,4.4,green apple (tree_fruit)
154,15617,Blanc de Blancs Brut Champagne Grand Cru,4.4,toast (microbio)
155,16220,Series C,4.5,coffee (oak)
156,16221,Series M,4.4,coffee (oak)
157,16414,Paleo Rosso,4.4,coffee (oak)
158,16414,Paleo Rosso,4.4,cream (microbio)
159,16418,Messorio,4.5,coffee (oak)
160,16419,Scrio,4.3,coffee (oak)
161,16504,Malbec,4.2,coffee (oak)
162,16527,Montrachet Grand Cru Blanc,4.5,citrus (citrus_fruit)
163,16578,Cabernet Sauvignon,4.4,coffee (oak)
164,16578,Cabernet Sauvignon,4.4,cream (microbio)
165,16578,Cabernet Sauvignon,4.4,toast (microbio)
166,16587,Insignia,4.6,coffee (oak)
167,16587,Insignia,4.6,cream (microbio)
168,16587,Insignia,4.6,toast (microbio)
169,16778,Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.4,coffee (oak)
170,16778,Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.4,cream (microbio)
171,16778,Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.4,toast (microbio)
172,16786,Barsac (Premier Grand Cru Classé),4.4,citrus (citrus_fruit)
173,16786,Barsac (Premier Grand Cru Classé),4.4,cream (microbio)
174,16786,Barsac (Premier Grand Cru Classé),4.4,toast (microbio)
175,16833,Galatrona,4.3,coffee (oak)
176,16833,Galatrona,4.3,cream (microbio)
177,17474,Brunello di Montalcino,4.3,coffee (oak)
178,17656,Pessac-Léognan (Grand Cru Classé de Graves),4.3,citrus (citrus_fruit)
179,17656,Pessac-Léognan (Grand Cru Classé de Graves),4.3,coffee (oak)
180,17656,Pessac-Léognan (Grand Cru Classé de Graves),4.3,cream (microbio)
181,17656,Pessac-Léognan (Grand Cru Classé de Graves),4.3,toast (microbio)
182,17943,Chloe Chardonnay,4.5,citrus (citrus_fruit)
183,17943,Chloe Chardonnay,4.5,cream (microbio)
184,18017,Châteauneuf-du-Pape,4.2,coffee (oak)
185,18017,Châteauneuf-du-Pape,4.2,cream (microbio)
186,18555,Pomerol,4.2,coffee (oak)
187,18555,Pomerol,4.2,cream (microbio)
188,18555,Pomerol,4.2,toast (microbio)
189,18717,Cirsion Rioja,4.6,coffee (oak)
190,18903,Chardonnay,4.4,citrus (citrus_fruit)
191,18903,Chardonnay,4.4,cream (microbio)
192,18903,Chardonnay,4.4,green apple (tree_fruit)
193,18903,Chardonnay,4.4,toast (microbio)
194,18931,La Grande Année Brut Champagne,4.5,citrus (citrus_fruit)
195,18931,La Grande Année Brut Champagne,4.5,coffee (oak)
196,18931,La Grande Année Brut Champagne,4.5,cream (microbio)
197,18931,La Grande Année Brut Champagne,4.5,green apple (tree_fruit)
198,18931,La Grande Année Brut Champagne,4.5,toast (microbio)
199,19250,Vigna Cappella di S. Stefano Perno Barolo,4.4,coffee (oak)
200,19490,Amarone della Valpolicella,4.3,coffee (oak)
201,20985,Giramonte Toscana,4.4,coffee (oak)
202,21929,Costasera Amarone della Valpolicella Classico,4.3,coffee (oak)
203,21929,Costasera Amarone della Valpolicella Classico,4.3,cream (microbio)
204,21929,Costasera Amarone della Valpolicella Classico,4.3,toast (microbio)
205,21938,Campolongo di Torbe Amarone della Valpolicella Classico,4.5,coffee (oak)
206,22174,Brunello di Montalcino Riserva Vigna Paganelli,4.3,coffee (oak)
207,22447,Bolgheri Superiore,4.6,coffee (oak)
208,22447,Bolgheri Superiore,4.6,cream (microbio)
209,22447,Bolgheri Superiore,4.6,toast (microbio)
210,22448,Le Serre Nuove,4.3,coffee (oak)
211,22448,Le Serre Nuove,4.3,cream (microbio)
212,22448,Le Serre Nuove,4.3,toast (microbio)
213,22554,Il Bricco Barbaresco,4.3,coffee (oak)
214,22685,Saint-Julien (Grand Cru Classé),4.3,coffee (oak)
215,22685,Saint-Julien (Grand Cru Classé),4.3,cream (microbio)
216,22685,Saint-Julien (Grand Cru Classé),4.3,toast (microbio)
217,22721,Flaccianello della Pieve,4.5,coffee (oak)
218,22721,Flaccianello della Pieve,4.5,cream (microbio)
219,22721,Flaccianello della Pieve,4.5,toast (microbio)
220,23094,25 anni Montefalco Sagrantino,4.3,coffee (oak)
221,23130,Cuvée Annamaria Clementi (Extra Brut),4.5,citrus (citrus_fruit)
222,23130,Cuvée Annamaria Clementi (Extra Brut),4.5,cream (microbio)
223,23130,Cuvée Annamaria Clementi (Extra Brut),4.5,green apple (tree_fruit)
224,23130,Cuvée Annamaria Clementi (Extra Brut),4.5,toast (microbio)
225,23240,Brunello di Montalcino,4.3,coffee (oak)
226,23264,Brunello di Montalcino,4.3,coffee (oak)
227,23271,Brunello di Montalcino,4.3,coffee (oak)
228,23363,Barolo Le Vigne,4.3,coffee (oak)
229,23793,Carruades de Lafite Pauillac,4.4,cream (microbio)
230,24063,Beaune 1er Cru 'Clos des Mouches' Blanc,4.4,citrus (citrus_fruit)
231,24063,Beaune 1er Cru 'Clos des Mouches' Blanc,4.4,cream (microbio)
232,24139,Puligny-Montrachet,4.3,citrus (citrus_fruit)
233,24139,Puligny-Montrachet,4.3,cream (microbio)
234,24139,Puligny-Montrachet,4.3,green apple (tree_fruit)
235,24139,Puligny-Montrachet,4.3,toast (microbio)
236,25474,Aconcagua Valley,4.5,coffee (oak)
237,25474,Aconcagua Valley,4.5,cream (microbio)
238,25474,Aconcagua Valley,4.5,toast (microbio)
239,28214,5 Stelle Sfursat,4.5,coffee (oak)
240,31124,The Armagh Shiraz,4.5,coffee (oak)
241,31124,The Armagh Shiraz,4.5,cream (microbio)
242,36404,Côte-Rôtie La Landonne,4.6,coffee (oak)
243,36434,Côte-Rôtie La Mouline,4.6,coffee (oak)
244,41524,Corton-Charlemagne Grand Cru,4.4,citrus (citrus_fruit)
245,41524,Corton-Charlemagne Grand Cru,4.4,cream (microbio)
246,41524,Corton-Charlemagne Grand Cru,4.4,green apple (tree_fruit)
247,41524,Corton-Charlemagne Grand Cru,4.4,toast (microbio)
248,49754,Viña El Pison,4.6,coffee (oak)
249,49754,Viña El Pison,4.6,cream (microbio)
250,61744,Saint-Julien (Grand Cru Classé),4.4,coffee (oak)
251,61744,Saint-Julien (Grand Cru Classé),4.4,cream (microbio)
252,61744,Saint-Julien (Grand Cru Classé),4.4,toast (microbio)
253,66104,Barbaresco,4.5,coffee (oak)
254,66114,Costa Russi (Barbaresco) Langhe,4.6,coffee (oak)
255,66144,Sorì San Lorenzo,4.6,coffee (oak)
256,66164,Dagromis Barolo,4.3,coffee (oak)
257,66184,Conteisa Langhe,4.5,coffee (oak)
258,66194,Sperss Barolo,4.6,coffee (oak)
259,66194,Sperss Barolo,4.6,cream (microbio)
260,66284,Cabernet Sauvignon,4.6,citrus (citrus_fruit)
261,66284,Cabernet Sauvignon,4.6,coffee (oak)
262,66284,Cabernet Sauvignon,4.6,cream (microbio)
263,66284,Cabernet Sauvignon,4.6,toast (microbio)
264,66294,Special Selection Cabernet Sauvignon,4.7,coffee (oak)
265,66294,Special Selection Cabernet Sauvignon,4.7,cream (microbio)
266,66294,Special Selection Cabernet Sauvignon,4.7,toast (microbio)
267,74300,Blanc de Blancs Brut Champagne (Vintage),4.3,citrus (citrus_fruit)
268,74300,Blanc de Blancs Brut Champagne (Vintage),4.3,cream (microbio)
269,74300,Blanc de Blancs Brut Champagne (Vintage),4.3,green apple (tree_fruit)
270,74300,Blanc de Blancs Brut Champagne (Vintage),4.3,toast (microbio)
271,74304,Cristal Brut Champagne (Millésimé),4.6,citrus (citrus_fruit)
272,74304,Cristal Brut Champagne (Millésimé),4.6,coffee (oak)
273,74304,Cristal Brut Champagne (Millésimé),4.6,cream (microbio)
274,74304,Cristal Brut Champagne (Millésimé),4.6,green apple (tree_fruit)
275,74304,Cristal Brut Champagne (Millésimé),4.6,toast (microbio)
276,74306,Cristal Rosé Brut Champagne (Millésimé),4.6,citrus (citrus_fruit)
277,74306,Cristal Rosé Brut Champagne (Millésimé),4.6,cream (microbio)
278,74306,Cristal Rosé Brut Champagne (Millésimé),4.6,green apple (tree_fruit)
279,74306,Cristal Rosé Brut Champagne (Millésimé),4.6,toast (microbio)
280,74346,Cos d'Estournel,4.4,coffee (oak)
281,74346,Cos d'Estournel,4.4,cream (microbio)
282,74346,Cos d'Estournel,4.4,toast (microbio)
283,74360,Baron de L Pouilly-Fumé,4.4,citrus (citrus_fruit)
284,74360,Baron de L Pouilly-Fumé,4.4,cream (microbio)
285,74360,Baron de L Pouilly-Fumé,4.4,green apple (tree_fruit)
286,74522,Amarone della Valpolicella Classico,4.5,coffee (oak)
287,75183,Nine Popes,4.3,coffee (oak)
288,75183,Nine Popes,4.3,toast (microbio)
289,75378,Puligny-Montrachet Premier Cru Champ-Canet,4.4,citrus (citrus_fruit)
290,75378,Puligny-Montrachet Premier Cru Champ-Canet,4.4,cream (microbio)
291,75764,Bric Dël Fiasc Barolo,4.3,coffee (oak)
292,75816,Redigaffi Toscana,4.5,coffee (oak)
293,75816,Redigaffi Toscana,4.5,cream (microbio)
294,75816,Redigaffi Toscana,4.5,toast (microbio)
295,76378,Colheita Port,4.2,coffee (oak)
296,76378,Colheita Port,4.2,cream (microbio)
297,76476,Belondrade y Lurton,4.4,citrus (citrus_fruit)
298,76476,Belondrade y Lurton,4.4,cream (microbio)
299,76476,Belondrade y Lurton,4.4,green apple (tree_fruit)
300,76476,Belondrade y Lurton,4.4,toast (microbio)
301,77136,Unico Reserva Especial Edición,4.7,coffee (oak)
302,77136,Unico Reserva Especial Edición,4.7,cream (microbio)
303,77137,Unico,4.7,citrus (citrus_fruit)
304,77137,Unico,4.7,coffee (oak)
305,77137,Unico,4.7,cream (microbio)
306,77137,Unico,4.7,toast (microbio)
307,77171,Ribera del Duero,4.5,coffee (oak)
308,77171,Ribera del Duero,4.5,cream (microbio)
309,77171,Ribera del Duero,4.5,toast (microbio)
310,77172,Toro,4.4,coffee (oak)
311,77172,Toro,4.4,cream (microbio)
312,77172,Toro,4.4,toast (microbio)
313,77175,Tokaji Aszú 6 Puttonyos,4.6,citrus (citrus_fruit)
314,77182,Tokaji Aszú 3 Puttonyos,4.3,citrus (citrus_fruit)
315,77182,Tokaji Aszú 3 Puttonyos,4.3,cream (microbio)
316,77458,Brunello di Montalcino,4.5,coffee (oak)
317,77462,Cepparello Red,4.3,coffee (oak)
318,77462,Cepparello Red,4.3,cream (microbio)
319,77462,Cepparello Red,4.3,toast (microbio)
320,77472,Brunello di Montalcino  Montosoli,4.4,coffee (oak)
321,77676,Quarz Sauvignon,4.4,citrus (citrus_fruit)
322,77676,Quarz Sauvignon,4.4,cream (microbio)
323,77676,Quarz Sauvignon,4.4,green apple (tree_fruit)
324,77679,Gewürztraminer Lunare,4.3,citrus (citrus_fruit)
325,79162,Belle Epoque Brut Champagne,4.5,citrus (citrus_fruit)
326,79162,Belle Epoque Brut Champagne,4.5,coffee (oak)
327,79162,Belle Epoque Brut Champagne,4.5,cream (microbio)
328,79162,Belle Epoque Brut Champagne,4.5,green apple (tree_fruit)
329,79162,Belle Epoque Brut Champagne,4.5,toast (microbio)
330,79262,Pauillac (Grand Cru Classé),4.4,coffee (oak)
331,79262,Pauillac (Grand Cru Classé),4.4,cream (microbio)
332,79262,Pauillac (Grand Cru Classé),4.4,toast (microbio)
333,79265,Saint-Julien (Grand Cru Classé),4.3,coffee (oak)
334,79265,Saint-Julien (Grand Cru Classé),4.3,cream (microbio)
335,79265,Saint-Julien (Grand Cru Classé),4.3,toast (microbio)
336,79631,Vintage,4.6,citrus (citrus_fruit)
337,79631,Vintage,4.6,coffee (oak)
338,79631,Vintage,4.6,cream (microbio)
339,79631,Vintage,4.6,green apple (tree_fruit)
340,79631,Vintage,4.6,toast (microbio)
341,79632,Rosé,4.6,citrus (citrus_fruit)
342,79632,Rosé,4.6,cream (microbio)
343,79632,Rosé,4.6,toast (microbio)
344,79633,Collection,4.7,citrus (citrus_fruit)
345,79633,Collection,4.7,cream (microbio)
346,79633,Collection,4.7,toast (microbio)
347,79635,Clos du Mesnil,4.7,citrus (citrus_fruit)
348,79635,Clos du Mesnil,4.7,cream (microbio)
349,79635,Clos du Mesnil,4.7,green apple (tree_fruit)
350,79635,Clos du Mesnil,4.7,toast (microbio)
351,79762,Pauillac (Grand Cru Classé),4.4,coffee (oak)
352,79762,Pauillac (Grand Cru Classé),4.4,cream (microbio)
353,79762,Pauillac (Grand Cru Classé),4.4,toast (microbio)
354,79814,Flor de Pingus,4.5,coffee (oak)
355,79814,Flor de Pingus,4.5,cream (microbio)
356,79814,Flor de Pingus,4.5,toast (microbio)
357,79835,Cuvée Nicolas François Billecart Brut Champagne,4.5,citrus (citrus_fruit)
358,79835,Cuvée Nicolas François Billecart Brut Champagne,4.5,cream (microbio)
359,79835,Cuvée Nicolas François Billecart Brut Champagne,4.5,green apple (tree_fruit)
360,79835,Cuvée Nicolas François Billecart Brut Champagne,4.5,toast (microbio)
361,79836,La Grande Dame Brut Champagne,4.5,citrus (citrus_fruit)
362,79836,La Grande Dame Brut Champagne,4.5,coffee (oak)
363,79836,La Grande Dame Brut Champagne,4.5,cream (microbio)
364,79836,La Grande Dame Brut Champagne,4.5,green apple (tree_fruit)
365,79836,La Grande Dame Brut Champagne,4.5,toast (microbio)
366,79875,Calcarole Amarone della Valpolicella Classico,4.6,coffee (oak)
367,79939,Montrachet Grand Cru,4.7,citrus (citrus_fruit)
368,80472,Saint-Estèphe (Grand Cru Classé),4.3,coffee (oak)
369,80472,Saint-Estèphe (Grand Cru Classé),4.3,cream (microbio)
370,80472,Saint-Estèphe (Grand Cru Classé),4.3,toast (microbio)
371,81836,Cerretalto Brunello di Montalcino,4.7,coffee (oak)
372,81848,Saint-Julien (Grand Cru Classé),4.4,coffee (oak)
373,81848,Saint-Julien (Grand Cru Classé),4.4,cream (microbio)
374,81848,Saint-Julien (Grand Cru Classé),4.4,toast (microbio)
375,81849,Pomerol,4.4,coffee (oak)
376,81849,Pomerol,4.4,cream (microbio)
377,81849,Pomerol,4.4,toast (microbio)
378,82193,Turriga Isola dei Nuraghi,4.4,coffee (oak)
379,82203,Barolo Cascina Francia,4.5,coffee (oak)
380,82613,Pessac-Léognan (Grand Cru Classé de Graves),4.4,citrus (citrus_fruit)
381,82613,Pessac-Léognan (Grand Cru Classé de Graves),4.4,coffee (oak)
382,82613,Pessac-Léognan (Grand Cru Classé de Graves),4.4,cream (microbio)
383,82613,Pessac-Léognan (Grand Cru Classé de Graves),4.4,toast (microbio)
384,82690,Saffredi,4.4,coffee (oak)
385,82690,Saffredi,4.4,cream (microbio)
386,82698,Brunello di Montalcino Riserva,4.6,coffee (oak)
387,82779,Corton-Charlemagne Grand Cru,4.4,citrus (citrus_fruit)
388,82779,Corton-Charlemagne Grand Cru,4.4,cream (microbio)
389,82779,Corton-Charlemagne Grand Cru,4.4,green apple (tree_fruit)
390,82779,Corton-Charlemagne Grand Cru,4.4,toast (microbio)
391,83173,Brunello di Montalcino,4.5,coffee (oak)
392,83594,Luce,4.4,coffee (oak)
393,83594,Luce,4.4,cream (microbio)
394,83594,Luce,4.4,toast (microbio)
395,83595,Luce Brunello di Montalcino,4.5,coffee (oak)
396,83818,Clos des Goisses Champagne,4.5,citrus (citrus_fruit)
397,83818,Clos des Goisses Champagne,4.5,cream (microbio)
398,83818,Clos des Goisses Champagne,4.5,green apple (tree_fruit)
399,83818,Clos des Goisses Champagne,4.5,toast (microbio)
400,84065,Amarone della Valpolicella Classico,4.7,coffee (oak)
401,84066,Valpolicella Classico Superiore,4.5,coffee (oak)
402,84066,Valpolicella Classico Superiore,4.5,cream (microbio)
403,84068,Veneto Rosso del Bepi,4.6,coffee (oak)
404,84350,Pedro Ximenez Tradición 20 Years Old Vos,4.5,coffee (oak)
405,84732,Clos des Lambrays Grand Cru,4.4,coffee (oak)
406,84911,Chevalier-Montrachet Grand Cru,4.6,citrus (citrus_fruit)
407,84911,Chevalier-Montrachet Grand Cru,4.6,cream (microbio)
408,85205,Brunello di Montalcino,4.3,coffee (oak)
409,86684,Brut Champagne,4.6,citrus (citrus_fruit)
410,86684,Brut Champagne,4.6,coffee (oak)
411,86684,Brut Champagne,4.6,cream (microbio)
412,86684,Brut Champagne,4.6,green apple (tree_fruit)
413,86684,Brut Champagne,4.6,toast (microbio)
414,86685,Scharzhofberger Riesling Kabinett,4.4,citrus (citrus_fruit)
415,86685,Scharzhofberger Riesling Kabinett,4.4,cream (microbio)
416,86685,Scharzhofberger Riesling Kabinett,4.4,green apple (tree_fruit)
417,86686,Scharzhofberger Riesling Spätlese,4.4,citrus (citrus_fruit)
418,86698,Buisson Renard,4.3,citrus (citrus_fruit)
419,86698,Buisson Renard,4.3,cream (microbio)
420,86698,Buisson Renard,4.3,green apple (tree_fruit)
421,87554,Châteauneuf-du-Pape Réservé Blanc,4.4,citrus (citrus_fruit)
422,87674,Bolgheri Superiore,4.3,coffee (oak)
423,87674,Bolgheri Superiore,4.3,cream (microbio)
424,87760,Tessons Clos de Mon Plaisir Meursault,4.4,citrus (citrus_fruit)
425,88470,Barbaresco Rabajà,4.3,coffee (oak)
426,89750,Amarone della Valpolicella Monte Lodoletta,4.7,coffee (oak)
427,89753,Valpolicella Superiore Monte Lodoletta,4.5,coffee (oak)
428,89753,Valpolicella Superiore Monte Lodoletta,4.5,cream (microbio)
429,89900,L'Apparita,4.4,coffee (oak)
430,92600,Beyond the Clouds,4.4,citrus (citrus_fruit)
431,92600,Beyond the Clouds,4.4,cream (microbio)
432,92600,Beyond the Clouds,4.4,green apple (tree_fruit)
433,92702,Barolo Ciabot Mentin Ginestra,4.3,coffee (oak)
434,94749,Percarlo,4.3,coffee (oak)
435,94816,Lupicaia,4.4,coffee (oak)
436,94912,Cabernet Sauvignon,4.5,coffee (oak)
437,95444,Pomerol,4.3,coffee (oak)
438,95444,Pomerol,4.3,cream (microbio)
439,95444,Pomerol,4.3,toast (microbio)
440,98835,La Cueva del Contador Rioja,4.3,coffee (oak)
441,99572,Rioja Reserva,4.4,coffee (oak)
442,99572,Rioja Reserva,4.4,cream (microbio)
443,99584,Trasnocho,4.5,coffee (oak)
